PG.ProteinAccessions,PG.Genes,PG.ProteinNames,[1] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-1.htrms.PG.Quantity,[2] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-2.htrms.PG.Quantity,[3] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-3.htrms.PG.Quantity,[4] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-4.htrms.PG.Quantity,[5] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-5.htrms.PG.Quantity,[6] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-6.htrms.PG.Quantity,[7] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-7.htrms.PG.Quantity,[8] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-8.htrms.PG.Quantity,[9] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-9.htrms.PG.Quantity,[10] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-10.htrms.PG.Quantity,[11] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-11.htrms.PG.Quantity,[12] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-12.htrms.PG.Quantity,[13] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-13.htrms.PG.Quantity,[14] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-14.htrms.PG.Quantity,[15] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-15.htrms.PG.Quantity,[16] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-16.htrms.PG.Quantity,[17] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-17.htrms.PG.Quantity,[18] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-18.htrms.PG.Quantity,[19] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-19.htrms.PG.Quantity,[20] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-19b.htrms.PG.Quantity,[21] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-20.htrms.PG.Quantity,[22] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-21.htrms.PG.Quantity,[23] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-22.htrms.PG.Quantity,[24] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-23.htrms.PG.Quantity,[25] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-24.htrms.PG.Quantity,[26] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-25.htrms.PG.Quantity,[27] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-26.htrms.PG.Quantity,[28] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-27.htrms.PG.Quantity,[29] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-28.htrms.PG.Quantity,[30] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-29.htrms.PG.Quantity,[31] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-29b.htrms.PG.Quantity,[32] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-30.htrms.PG.Quantity,[33] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-31.htrms.PG.Quantity,[34] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-32.htrms.PG.Quantity,[35] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-33.htrms.PG.Quantity,[36] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-34.htrms.PG.Quantity,[37] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-35.htrms.PG.Quantity,[38] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-36.htrms.PG.Quantity,[39] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-37.htrms.PG.Quantity,[40] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-38.htrms.PG.Quantity,[41] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-39.htrms.PG.Quantity,[42] 20180615_QHF_TD_ColHF-35_Touati-DIA-Sple-40.htrms.PG.Quantity
P00390,GSR,GSHR_HUMAN,,62536.14453125,,,21837.240234375,,,24685.673828125,,,50009.296875,,,,,39721.00390625,,,,,,19008.150390625,,,,,25668.056640625,,,170307.96875,,11133.6845703125,,,,,,,,,,
P00441,SOD1,SODC_HUMAN,73399.2578125,76094.2890625,28317.70703125,,,50645.03515625,11541.5615234375,48865.41796875,,55538.91015625,93253.1796875,42945.1640625,71317.7265625,92770.3046875,60971.9375,,77379.6328125,51390.5859375,68417.328125,72001.125,34516.58984375,35699.20703125,34265.3828125,,50358.640625,33701.16796875,78711.0859375,14402.681640625,43131.56640625,,19235.205078125,27202.048828125,24951.263671875,79619.1015625,51479.65234375,13025.740234375,28460.7890625,61039.4921875,41933.01171875,47690.73828125,35252.7578125,46743.37109375
P00450,CP,CERU_HUMAN,157200672.0,114756016.0,67285472.0,249365984.0,109270440.0,185088672.0,98319856.0,137542272.0,143959072.0,67118240.0,126633672.0,103631592.0,100744568.0,100324888.0,117215392.0,93001776.0,96899296.0,81503344.0,94054688.0,87596144.0,81672880.0,105162912.0,95312280.0,113534104.0,91317200.0,80356720.0,108859008.0,80684384.0,97327832.0,82478992.0,94842208.0,66166884.0,113331528.0,150509936.0,106466632.0,112171928.0,76415720.0,124326616.0,98506400.0,139697440.0,69870992.0,119555256.0
P00451,F8,FA8_HUMAN,,2929.75537109375,,,836.757446289063,12331.9140625,,,,,3596.91430664063,3035.82934570313,2864.03662109375,,2880.87719726563,3107.28173828125,,2724.60888671875,5291.935546875,,,,2849.50854492188,7465.2578125,,3932.294921875,6742.90087890625,6896.7041015625,3059.63842773438,,,,5515.22265625,13047.3154296875,1552.49609375,4803.5546875,,7021.55419921875,2792.86767578125,8161.29296875,10443.5458984375,3639.08325195313
P00488,F13A1,F13A_HUMAN,1824335.75,565968.75,698510.0,297768.6875,564730.5625,697790.5625,341600.71875,826010.5625,1195748.5,347096.9375,142804.859375,235582.46875,187248.46875,153399.234375,137858.375,92097.8671875,93360.1171875,183864.546875,221513.0625,185661.546875,87499.3828125,191779.28125,111898.0625,322129.8125,164467.71875,158802.328125,103883.5703125,80578.296875,104807.546875,372371.3125,368341.125,91962.1171875,270309.6875,139444.390625,161146.5625,160611.734375,93842.4921875,69894.9921875,144866.328125,156502.84375,43547.99609375,80379.8203125
P00491,PNP,PNPH_HUMAN,31666.55859375,63772.3046875,36224.88671875,26552.47265625,,41607.27734375,4572.482421875,25482.400390625,9922.6875,64885.78125,72214.4140625,26486.88671875,36287.13671875,24388.125,29871.892578125,40663.63671875,37911.99609375,31191.451171875,31052.0,35246.4921875,32173.37890625,21813.52734375,35124.9609375,34592.25,48810.28125,31798.8125,35935.37890625,50386.60546875,43594.6171875,23026.060546875,42488.28515625,39428.54296875,12205.0810546875,79170.78125,38026.59765625,16515.966796875,29658.400390625,47046.30859375,26186.134765625,18823.67578125,26121.412109375,26975.43359375
P00533,EGFR,EGFR_HUMAN,41610.6796875,25200.314453125,27295.748046875,30707.443359375,23517.048828125,23194.712890625,29418.02734375,24968.0859375,35067.46875,,14275.6748046875,22072.1015625,22163.22265625,21778.29296875,13715.64453125,17166.1484375,21353.15625,11149.2314453125,21813.76953125,40934.54296875,16933.478515625,17041.572265625,20433.7265625,15037.333984375,24058.515625,14897.755859375,13079.2412109375,12182.388671875,,27043.0625,9132.48046875,14740.6435546875,22962.26953125,20508.26171875,30147.802734375,26572.43359375,17450.87109375,17237.890625,12929.7021484375,29593.396484375,6701.46240234375,18899.9453125
P00558,PGK1,PGK1_HUMAN,15424.451171875,41809.8046875,23918.6640625,,,27873.421875,,15087.2607421875,8720.9921875,90096.140625,15726.7724609375,42463.3359375,20744.73046875,22810.697265625,23667.251953125,42488.33984375,22304.705078125,28333.044921875,17930.376953125,,30974.958984375,25107.625,23583.73828125,,74025.9609375,14545.0546875,23085.02734375,27526.064453125,,10713.1630859375,13178.4853515625,37338.85546875,9841.3349609375,12997.7451171875,10105.8740234375,,23328.908203125,11386.07421875,7972.7099609375,,7304.28955078125,51406.66796875
P00734,F2,THRB_HUMAN,84110632.0,60894408.0,46736368.0,89761512.0,51970560.0,45043788.0,54349536.0,46337052.0,70740464.0,32845624.0,49353632.0,33563536.0,36089192.0,49817876.0,46075320.0,42612240.0,42752540.0,52363664.0,25011822.0,23318568.0,38274652.0,47582736.0,36205344.0,60794432.0,30610232.0,40438792.0,40425312.0,35458312.0,36910136.0,33458382.0,31079914.0,23242920.0,35614184.0,34055568.0,53502384.0,43101156.0,22782454.0,56579108.0,42790084.0,29169784.0,28656270.0,33547970.0
P00736,C1R,C1R_HUMAN,15083986.0,12685958.0,8343943.5,11283095.0,9466198.0,5425481.5,11510226.0,8062582.0,11703190.0,5699155.0,10419458.0,8794569.0,8436143.0,9005931.0,7809375.5,5887431.0,8488391.0,4374648.5,9303675.0,8860046.0,5265085.5,10459248.0,5908258.0,7733332.5,6994679.5,7278130.5,5902874.0,6702357.5,8727643.0,7966573.0,6130100.5,5257581.5,9399335.0,10916713.0,11091108.0,7975894.5,5270568.0,11251259.0,7321221.0,11563092.0,7916119.0,7422019.0
P00738,HP,HPT_HUMAN,1708514.25,677126.5,62644.16015625,92616.8828125,149435.078125,291007.375,836438.0,371550.3125,152416.71875,197817.75,2333397.0,642087.5625,416057.84375,551049.0625,1158849.375,698972.25,1052457.0,174556.546875,647960.4375,606662.5625,663307.75,498462.78125,807970.375,738292.3125,341227.78125,1535042.875,1070400.5,102203.2421875,396760.375,768679.1875,1404017.0,413235.03125,270979.4375,22795352.0,1352418.625,181308.25,1307752.5,3410612.5,283873.6875,5824695.5,1144726.375,369076.6875
P00740,F9,FA9_HUMAN,8327836.0,4993963.0,6074915.0,4813210.0,5528263.0,4406235.5,5273059.0,4223528.0,6628190.0,2751626.75,4863424.5,1044897.625,2763729.25,2770200.75,4407079.0,2319754.75,2669199.0,3847636.75,1329279.125,1367777.375,4416477.0,2594749.5,3402735.75,3722372.25,2942597.75,4828490.5,4027926.75,2625381.5,3128250.0,796354.25,794226.875,1006437.125,3294990.25,3665893.75,5020043.5,3106329.5,1802315.0,6619091.0,3937833.0,471531.78125,665319.6875,3587896.5
P00742,F10,FA10_HUMAN,11935242.0,6446665.5,6498557.0,13443383.0,6484365.0,6582316.0,7947610.5,5127842.5,9017362.0,4923356.5,4465684.0,2362034.0,3634318.25,2691294.5,4028947.0,3636253.75,2468778.75,3314365.25,1788427.25,2101259.0,6346904.5,4715635.5,3219076.5,5898760.5,3438313.0,8728097.0,3873848.25,3950945.0,3047193.25,314282.625,548928.75,1206876.5,4019547.5,3218383.75,5999980.5,4320013.0,2308458.0,7878979.0,5307357.0,553321.4375,1176092.625,5191259.5
P00746,CFD,CFAD_HUMAN,1732483.875,1307455.25,2142279.25,1296046.0,1260914.5,824027.125,1433824.0,1452778.125,1004914.625,961560.1875,2452915.25,990680.125,1844185.0,1637234.0,1361133.625,997090.875,1789970.375,1490113.75,1252089.625,1890806.75,616665.0625,1287758.0,1200594.875,1716637.75,1317628.0,1305322.0,1337700.75,1286035.5,2904282.5,715254.1875,1048885.0,1977694.125,1614465.125,1226099.5,1689288.0,1383782.25,993467.5625,1308005.375,765773.625,1123438.375,925330.375,626687.5625
P00747,PLG,PLMN_HUMAN,115303288.0,83731184.0,69502680.0,90213536.0,102277512.0,90916440.0,85479296.0,70210592.0,118127312.0,45809464.0,58884792.0,70565584.0,67702344.0,84850952.0,67923112.0,67842248.0,69096688.0,63218556.0,77846368.0,83760848.0,59175812.0,56477856.0,51718240.0,65480316.0,49637044.0,61903968.0,62756012.0,51811072.0,79179728.0,49489716.0,59604808.0,40332556.0,72185880.0,85932240.0,81174056.0,90083104.0,40878628.0,65458224.0,69885048.0,46825872.0,64745328.0,56024504.0
P00748,F12,FA12_HUMAN,23252332.0,22571852.0,17855224.0,41606840.0,26671416.0,13844484.0,20849378.0,17630690.0,29290746.0,8798377.0,17320336.0,14281244.0,13207786.0,15179841.0,12265476.0,6715255.5,12999111.0,12140722.0,15564315.0,16331077.0,17640758.0,9954135.0,10719632.0,12366735.0,8200517.0,16857010.0,11539704.0,15167584.0,15606071.0,22357280.0,17602972.0,11574188.0,10679444.0,16160777.0,22183354.0,13332551.0,11811782.0,20726906.0,19003704.0,18970096.0,13344071.0,14789834.0
P00751,CFB,CFAB_HUMAN,107981424.0,82211288.0,67966536.0,92012160.0,99538992.0,63345492.0,84123944.0,69076248.0,87739216.0,39660328.0,98199712.0,62085968.0,80140384.0,87335992.0,86252176.0,81815128.0,76809448.0,76538024.0,90572344.0,96251576.0,78460560.0,77157856.0,64055232.0,82665032.0,56820432.0,93002568.0,77735808.0,65801544.0,98383112.0,51743924.0,73628320.0,61942436.0,60810592.0,133831880.0,106061976.0,72765008.0,73308064.0,97192768.0,57099284.0,75336424.0,75727664.0,73041272.0
P00915,CA1,CAH1_HUMAN,1163946.125,440326.71875,186981.328125,437092.75,421821.8125,148508.9375,470760.90625,939228.375,157382.796875,138478.046875,6705695.5,750699.625,1629322.0,2163406.0,840346.75,423845.46875,1116857.75,1928602.5,1090331.5,1114277.0,861992.3125,506495.0625,722483.8125,707581.75,1049904.75,1623679.0,989192.875,495296.0,1397964.75,1098322.875,1245993.375,821689.0,315232.46875,3894728.0,1265412.0,1463920.625,1567396.625,1837326.5,3789104.75,2169199.5,742054.625,910516.1875
P00918,CA2,CAH2_HUMAN,233444.53125,142639.109375,21488.7734375,67577.2265625,69729.2578125,17748.5078125,49240.5390625,139515.15625,15412.10546875,32388.1328125,1438534.625,193427.84375,365308.625,312309.15625,187593.53125,115125.3671875,254818.40625,377008.375,250513.734375,233524.0625,172385.46875,92666.453125,155676.515625,159446.765625,230055.375,340660.09375,234862.640625,101862.3125,322376.0625,173714.625,192222.515625,212464.09375,23388.16796875,854745.3125,220332.28125,201331.53125,308755.6875,382430.5625,662595.625,348754.25,121306.859375,195400.6875
P01008,SERPINC1,ANT3_HUMAN,124091112.0,97355584.0,65748292.0,80308168.0,126550816.0,59505164.0,89273424.0,82568224.0,106682968.0,55802844.0,78441944.0,82209512.0,72965568.0,80327984.0,74185168.0,66307852.0,69005128.0,71474208.0,86108888.0,78856952.0,66047860.0,51042132.0,64342452.0,60739596.0,53182652.0,67292008.0,64092548.0,63770208.0,72937984.0,80167536.0,68126320.0,59073144.0,69637856.0,65124552.0,89903352.0,78594168.0,61206112.0,82157496.0,69957488.0,76466208.0,65000424.0,77936232.0
P01009,SERPINA1,A1AT_HUMAN,308706.875,1137963.5,414415.0625,2700967.75,394963.21875,567901.5625,521486.5625,212932.640625,142689.3125,276272.6875,272299.0625,790837.625,877948.625,491204.5625,499019.46875,1810927.875,457227.09375,777671.3125,783179.3125,437685.90625,127748.8984375,2619822.75,165297.703125,1337161.75,403859.65625,290728.15625,195517.71875,140389.53125,241824.0,747383.375,731034.875,171395.75,236521.203125,1650562.0,767516.625,496253.3125,482224.21875,363326.5,157720.859375,503600.5625,1505877.375,815781.5
P01011,SERPINA3,AACT_HUMAN,321509088.0,187775344.0,143951760.0,186187984.0,247037744.0,191525984.0,226427024.0,209498384.0,252556736.0,124534344.0,235209216.0,206677904.0,222979808.0,164308864.0,176744192.0,170459088.0,191296624.0,158208160.0,253996768.0,257653536.0,158818080.0,159585664.0,142178784.0,159285888.0,155965056.0,211937808.0,163571264.0,160210384.0,177422912.0,212002528.0,206291680.0,120280584.0,179464144.0,381889984.0,172018432.0,210877008.0,124087816.0,208351152.0,196798080.0,239333952.0,183344560.0,213374352.0
P01019,AGT,ANGT_HUMAN,19998046.0,6285109.0,10014409.0,19218946.0,17204708.0,38669380.0,7201667.5,12431851.0,13464137.0,6027103.0,12507383.0,8475317.0,4404453.5,5319094.5,8710366.0,6288664.0,6433136.5,4979842.0,4799300.0,5480161.5,10110891.0,4918089.0,7269199.0,5071696.0,4739911.0,8254944.5,7727128.5,7313301.0,11033760.0,5275277.0,5536736.0,5657561.5,10127657.0,6568844.0,3917258.75,4161131.5,8308590.0,8799250.0,9235729.0,5530201.0,5096002.5,8537683.0
P01023,A2M,A2MG_HUMAN,2137532.25,4598822.5,1090630.375,4918608.5,3895200.0,5947948.5,1694371.125,1634281.0,1161211.25,1285458.75,325715.90625,2665548.5,1314239.875,1870532.625,2541299.25,667669.0625,954204.75,1836364.125,1592655.125,1844015.5,1536708.625,2001296.25,1437441.125,4193883.25,1155213.75,871727.75,1852636.0,1593563.75,1812447.25,1192446.25,1860564.25,1168548.0,2435188.25,2633900.5,1006178.25,1656400.25,349585.0,2120819.75,973728.125,3698897.0,667032.875,2323716.25
P01024,C3,CO3_HUMAN,11291768.0,62229976.0,5459722.0,53528336.0,18282704.0,8353124.5,42903724.0,5012822.0,5517144.0,14765435.0,49576200.0,10309379.0,44161120.0,80753248.0,36954396.0,56147276.0,39077408.0,66090764.0,26711464.0,27522032.0,14148185.0,54392976.0,18278692.0,41539720.0,36957368.0,23405276.0,22101808.0,6112730.0,36371600.0,58969580.0,49831088.0,6838559.0,14752377.0,49537880.0,50856160.0,43286352.0,37076268.0,44468288.0,11050680.0,56929072.0,71532536.0,7068551.5
P01031,C5,CO5_HUMAN,19874576.0,12709424.0,12477357.0,9588415.0,13219405.0,12433972.0,12522002.0,13757259.0,17531960.0,7468626.0,19613482.0,14993133.0,14167122.0,12374532.0,18343688.0,10951877.0,14908214.0,9844442.0,14568324.0,16847296.0,14005756.0,9716510.0,13656732.0,10207438.0,8126383.5,13606670.0,15506628.0,11696623.0,16681426.0,11281265.0,10697404.0,8418330.0,15783624.0,20693360.0,17049806.0,16883258.0,11567637.0,17342116.0,16646929.0,16474216.0,15461443.0,16726924.0
P01033,TIMP1,TIMP1_HUMAN,129737.984375,121438.046875,91820.1640625,104618.859375,101891.1953125,82623.7734375,77309.3046875,68847.4609375,88721.4765625,48902.203125,117096.234375,73918.96875,68113.6796875,61997.09765625,130318.9140625,96386.5859375,82014.3359375,91919.953125,97661.265625,83481.1875,21017.21484375,85320.4765625,57347.89453125,103889.1171875,91290.4375,81356.859375,59476.875,68956.890625,117246.7890625,49640.1875,51200.48046875,89909.7109375,93339.671875,100585.7109375,149646.71875,128347.3828125,74951.515625,86931.3046875,99546.6953125,189214.75,69884.140625,111394.375
P01034,CST3,CYTC_HUMAN,175374.109375,131986.609375,125554.3515625,75796.5234375,121851.2578125,82688.28125,149783.046875,113219.953125,126486.3046875,102194.1875,263453.59375,118037.96875,215219.21875,144999.28125,126468.9765625,143190.15625,112246.859375,173176.171875,189519.1875,174705.75,99132.7421875,134160.265625,88641.1328125,204824.71875,163487.765625,197893.640625,143376.03125,126025.9375,327923.625,54877.28125,98422.53125,179110.09375,168173.84375,147119.84375,123301.1953125,142630.6875,121402.734375,134762.15625,105175.703125,162951.328125,101020.015625,100720.0546875
P01036;P01037,CST4;CST1,CYTS_HUMAN;CYTN_HUMAN,,,,,,,,,,52090.6328125,,,,,,,,,,22035.96875,28770.501953125,,,30906.859375,,,,,,,,,,,,,,,,,,
P01040,CSTA,CYTA_HUMAN,77523.125,93363.515625,339678.875,52665.3984375,162938.40625,639439.8125,121584.890625,191259.34375,124118.1328125,879473.625,72646.578125,229332.203125,224146.859375,166409.71875,87914.9453125,307445.625,483130.96875,184420.546875,112220.234375,106308.5390625,152262.25,212274.171875,253783.03125,148279.59375,477218.28125,67902.765625,195261.890625,268358.5,88355.984375,99310.1171875,117463.75,392042.59375,261662.0,40558.55859375,72972.7890625,47609.046875,371130.15625,61081.64453125,86396.890625,50891.171875,58504.82421875,193253.046875
P01042,KNG1,KNG1_HUMAN,97099648.0,70331192.0,81330016.0,152909696.0,100374240.0,112488304.0,63897688.0,65279560.0,77568784.0,49222400.0,70859304.0,55499144.0,57920272.0,91862568.0,65087964.0,61514640.0,60114680.0,69856112.0,55753188.0,56887052.0,62132568.0,66547320.0,57768636.0,67117720.0,44181484.0,70708992.0,51105244.0,56006872.0,72567232.0,70882632.0,62811616.0,49408584.0,60600396.0,74815200.0,89996480.0,76975912.0,58355284.0,66760732.0,54156936.0,66365680.0,70740688.0,57723668.0
P01344,IGF2,IGF2_HUMAN,3448301.75,3271118.25,2522057.0,3307622.5,2676171.25,2565820.0,2576840.75,2129510.0,4425892.0,2052040.5,2198483.0,1146864.25,1767193.625,2887049.75,1300829.25,1819303.25,1557669.75,1319450.75,2249507.25,1938924.25,1058174.0,1413633.5,1103111.625,2019114.0,1457075.375,1672734.0,1274610.25,2077712.75,1544899.5,1123256.375,3255447.75,2042192.25,1469063.375,1953272.75,1707753.875,1803815.75,1178671.75,2138333.25,2131206.5,1808540.0,2556969.0,2782250.75
P01591,JCHAIN,IGJ_HUMAN,51211.6640625,230869.59375,148686.171875,184271.984375,408556.5,110233.46875,147611.03125,222899.828125,872906.0,194807.5625,158228.75,173706.5625,165214.796875,136179.515625,114767.9921875,143865.03125,111991.9375,188164.40625,189629.375,165529.359375,97157.21875,81817.109375,104438.359375,166536.84375,97241.1328125,210149.65625,144757.296875,166655.40625,131559.75,143040.765625,146376.828125,118429.15625,131320.71875,180464.203125,158995.59375,154998.484375,118695.3828125,142037.921875,132301.4375,142765.03125,118731.0,119354.0
P01834,IGKC,IGKC_HUMAN,107909.140625,259557.9375,276661.6875,115116.9375,309091.0,188757.71875,266475.96875,193783.46875,328899.3125,216976.078125,186971.203125,278424.375,182302.96875,166101.84375,154966.59375,135845.75,208746.59375,152251.328125,385277.15625,206885.09375,106978.140625,173811.59375,148248.015625,171987.109375,508600.46875,227676.921875,246087.328125,207694.9375,179649.21875,100779.40625,126057.8125,188603.734375,269719.1875,230253.34375,241993.1875,291468.0625,198119.359375,238544.46875,134537.484375,221715.03125,122614.765625,207588.078125
P01857,IGHG1,IGHG1_HUMAN,185559.875,329964.1875,375399.59375,402276.75,377817.40625,369679.65625,169319.78125,332903.5,544735.5,452807.6875,76519.1953125,199951.390625,169110.875,205898.0625,41559.31640625,168321.234375,404158.28125,156555.21875,238121.34375,233100.109375,215147.296875,159065.921875,184811.3125,157919.34375,1416357.0,118585.640625,132531.96875,169927.90625,152257.328125,67228.8984375,50252.6875,174694.0,161136.5,132302.203125,35729.8828125,54463.3359375,211471.625,105329.90625,80631.8046875,97214.5,93706.0234375,179205.046875
P01859,IGHG2,IGHG2_HUMAN,20413.978515625,45227.32421875,57103.5859375,44322.703125,78884.6953125,99787.96875,27300.341796875,38998.34375,93841.921875,59192.0234375,,169643.34375,69253.8828125,68298.0703125,71099.8671875,65274.875,64272.19140625,76382.3515625,68476.3515625,68798.8125,95392.6796875,31740.54296875,72987.5703125,74982.7265625,372047.28125,48806.80078125,122650.96875,56490.57421875,43046.93359375,69814.9375,51465.30078125,28393.052734375,31271.66796875,,35544.53515625,94362.515625,80263.2734375,34815.0703125,21739.30859375,,66073.1796875,32561.92578125
P01860,IGHG3,IGHG3_HUMAN,1553903.5,2148022.5,5595414.5,1002370.8125,3478127.0,1334784.875,2643249.75,1164117.125,3147992.25,3021998.25,2792323.0,2747933.0,2743363.5,1053287.0,1217104.75,3952034.5,1875645.0,1924714.0,1706715.5,1757967.125,853613.25,1405088.0,1055937.625,1859602.375,2984436.25,1867501.0,1616415.5,2138054.25,4921228.0,933854.5,1086579.625,2551072.5,3820082.25,1239595.75,1727412.0,2820783.25,1044306.1875,2623605.75,558008.375,1719325.875,586848.125,1043769.0
P01871,IGHM,IGHM_HUMAN,868571.5625,4487065.5,2947330.25,1738596.125,2992135.25,855303.8125,2110058.0,1685952.375,5831198.5,1772757.875,1148939.5,2133227.75,1273446.375,634762.75,769979.25,336643.6875,1316393.5,888329.75,1473500.875,1459344.0,590850.25,1662200.25,647831.5,1554298.25,1132303.0,1455806.875,1832406.125,2096360.875,937187.3125,700227.375,1183649.5,1233989.25,809468.0,4127764.75,800329.6875,1955454.125,719029.875,633162.875,1503330.0,1574403.375,789318.625,1756347.375
P01876,IGHA1,IGHA1_HUMAN,113493.96875,158271.28125,270057.28125,121277.859375,307398.6875,366853.375,204333.375,180903.875,100557.7109375,165730.265625,136146.171875,352409.96875,172267.96875,572820.8125,295575.1875,114577.6796875,301000.375,220483.5,143692.8125,106341.890625,112386.4453125,192902.59375,144125.84375,167021.203125,304010.0,265257.5,183885.90625,186159.578125,164325.328125,131288.8125,94514.859375,150003.265625,518707.28125,190150.53125,275192.625,141262.046875,225257.9375,357446.6875,94071.78125,205823.96875,219158.875,76871.90625
